	BbigeminaBOND	BbovisT2Bo	BmicrotiRI	Candersoni30847	Ccayetanensis	CfelisWinnie	ChominisTU502	CmurisRN66	CparvumIowaII	Cubiquitum39726	CveliaCCMP2878	EacervulinaHoughton	EfalciformisB	EmaximaW	EmitisH	EnecatrixH	EtenellaH	GniphandrodesUnknown	HhammondiH	NcaninumL	PbergheiANKA	Pchabaudichabaudi	PcoatneyiHackeri	PcynomolgiB	Pfalciparum3D7	PfragileNilgiri	PgaboniSY75	Pgallinaceum8A	PinuiSanAntonio1	PknowlesiH	PmalariaeUG01	PovalecurtisiGH01	PreichenowiCDC	PrelictumSGS1	PvinckeipetteriCR	PvivaxSal1	Pyoeliiyoelii17X	SneuronaSN3	TannulataAnkara	TgondiiVEG	TorientalisShintoku	TparvaMuguga	VbrassicaformisCCMP3155
OG0053710																																											Vbra_9568.t1-p1
OG0053711																																											Vbra_9575.t1-p1
OG0053712																																											Vbra_9576.t1-p1
OG0053713																																											Vbra_9580.t1-p1
OG0053714																																											Vbra_9581.t1-p1
OG0053715																																											Vbra_9582.t1-p1
OG0053716																																											Vbra_22631.t1-p1
OG0053717																																											Vbra_22636.t1-p1
OG0053718																																											Vbra_22637.t1-p1
OG0053719																																											Vbra_22639.t1-p1
OG0053720																																											Vbra_22640.t1-p1
OG0053721																																											Vbra_22641.t1-p1
OG0053722																																											Vbra_22643.t1-p1
OG0053723																																											Vbra_22644.t1-p1
OG0053724																																											Vbra_22645.t1-p1
OG0053725																																											Vbra_22646.t1-p1
OG0053726																																											Vbra_22647.t1-p1
OG0053727																																											Vbra_1784.t1-p1
OG0053728																																											Vbra_1786.t1-p1
OG0053729																																											Vbra_1787.t1-p1
OG0053730																																											Vbra_1788.t1-p1
OG0053731																																											Vbra_1791.t1-p1
OG0053732																																											Vbra_1793.t1-p1
OG0053733																																											Vbra_1796.t1-p1
OG0053734																																											Vbra_1797.t1-p1
OG0053735																																											Vbra_1800.t1-p1
OG0053736																																											Vbra_1801.t1-p1
OG0053737																																											Vbra_1802.t1-p1
OG0053738																																											Vbra_1803.t1-p1
OG0053739																																											Vbra_1804.t1-p1
OG0053740																																											Vbra_1805.t1-p1
OG0053741																																											Vbra_16752.t1-p1
OG0053742																																											Vbra_16759.t1-p1
OG0053743																																											Vbra_16766.t1-p1
OG0053744																																											Vbra_16768.t1-p1
OG0053745																																											Vbra_16769.t1-p1
OG0053746																																											Vbra_16770.t1-p1
OG0053747																																											Vbra_16772.t1-p1
OG0053748																																											Vbra_16773.t1-p1
OG0053749																																											Vbra_16774.t1-p1
OG0053750																																											Vbra_16778.t1-p1
OG0053751																																											Vbra_16781.t1-p1
OG0053752																																											Vbra_16782.t1-p1
OG0053753																																											Vbra_16787.t1-p1
OG0053754																																											Vbra_16788.t1-p1
OG0053755																																											Vbra_16789.t1-p1
OG0053756																																											Vbra_16790.t1-p1
OG0053757																																											Vbra_16797.t1-p1
OG0053758																																											Vbra_16800.t1-p1
OG0053759																																											Vbra_16802.t1-p1
OG0053760																																											Vbra_16803.t1-p1
OG0053761																																											Vbra_16806.t1-p1
OG0053762																																											Vbra_16808.t1-p1
OG0053763																																											Vbra_16812.t1-p1
OG0053764																																											Vbra_16814.t1-p1
OG0053765																																											Vbra_16819.t1-p1
OG0053766																																											Vbra_16820.t1-p1
OG0053767																																											Vbra_16821.t1-p1
OG0053768																																											Vbra_16823.t1-p1
OG0053769																																											Vbra_16827.t1-p1
OG0053770																																											Vbra_16828.t1-p1
OG0053771																																											Vbra_16832.t1-p1
OG0053772																																											Vbra_16833.t1-p1
OG0053773																																											Vbra_16835.t1-p1
OG0053774																																											Vbra_16838.t1-p1
OG0053775																																											Vbra_16840.t1-p1
OG0053776																																											Vbra_16841.t1-p1
OG0053777																																											Vbra_16846.t1-p1
OG0053778																																											Vbra_16852.t1-p1
OG0053779																																											Vbra_16853.t1-p1
OG0053780																																											Vbra_16858.t1-p1
OG0053781																																											Vbra_16860.t1-p1
OG0053782																																											Vbra_16862.t1-p1
OG0053783																																											Vbra_9585.t1-p1
OG0053784																																											Vbra_9587.t1-p1
OG0053785																																											Vbra_9589.t1-p1
OG0053786																																											Vbra_9590.t1-p1
OG0053787																																											Vbra_9593.t1-p1
OG0053788																																											Vbra_9594.t1-p1
OG0053789																																											Vbra_9596.t1-p1
OG0053790																																											Vbra_9598.t1-p1
OG0053791																																											Vbra_9599.t1-p1
OG0053792																																											Vbra_9601.t1-p1
OG0053793																																											Vbra_9605.t1-p1
OG0053794																																											Vbra_9606.t1-p1
OG0053795																																											Vbra_9607.t1-p1
OG0053796																																											Vbra_6118.t1-p1
OG0053797																																											Vbra_6124.t1-p1
OG0053798																																											Vbra_6126.t1-p1
OG0053799																																											Vbra_6130.t1-p1
OG0053800																																											Vbra_6131.t1-p1
OG0053801																																											Vbra_6135.t1-p1
OG0053802																																											Vbra_6136.t1-p1
OG0053803																																											Vbra_16728.t1-p1
OG0053804																																											Vbra_16729.t1-p1
OG0053805																																											Vbra_16731.t1-p1
OG0053806																																											Vbra_16737.t1-p1
OG0053807																																											Vbra_16744.t1-p1
OG0053808																																											Vbra_2604.t1-p1
OG0053809																																											Vbra_2609.t1-p1
OG0053810																																											Vbra_2612.t1-p1
OG0053811																																											Vbra_4497.t1-p1
OG0053812																																											Vbra_4498.t1-p1
OG0053813																																											Vbra_4499.t1-p1
OG0053814																																											Vbra_4501.t1-p1
OG0053815																																											Vbra_4502.t1-p1
OG0053816																																											Vbra_4503.t1-p1
OG0053817																																											Vbra_4504.t1-p1
OG0053818																																											Vbra_4505.t1-p1
OG0053819																																											Vbra_4507.t1-p1
OG0053820																																											Vbra_4508.t1-p1
OG0053821																																											Vbra_4510.t1-p1
OG0053822																																											Vbra_4511.t1-p1
OG0053823																																											Vbra_4516.t1-p1
OG0053824																																											Vbra_4517.t1-p1
OG0053825																																											Vbra_4518.t1-p1
OG0053826																																											Vbra_3113.t1-p1
OG0053827																																											Vbra_3116.t1-p1
OG0053828																																											Vbra_9609.t1-p1
OG0053829																																											Vbra_9614.t1-p1
OG0053830																																											Vbra_9616.t1-p1
OG0053831																																											Vbra_9618.t1-p1
OG0053832																																											Vbra_9621.t1-p1
OG0053833																																											Vbra_9624.t1-p1
OG0053834																																											Vbra_9625.t1-p1
OG0053835																																											Vbra_9626.t1-p1
OG0053836																																											Vbra_21896.t1-p1
OG0053837																																											Vbra_21897.t1-p1
OG0053838																																											Vbra_21900.t1-p1
OG0053839																																											Vbra_21901.t1-p1
OG0053840																																											Vbra_21904.t1-p1
OG0053841																																											Vbra_21905.t1-p1
OG0053842																																											Vbra_21913.t1-p1
OG0053843																																											Vbra_9633.t1-p1
OG0053844																																											Vbra_9636.t1-p1
OG0053845																																											Vbra_9637.t1-p1
OG0053846																																											Vbra_9638.t1-p1
OG0053847																																											Vbra_9639.t1-p1
OG0053848																																											Vbra_9640.t1-p1
OG0053849																																											Vbra_9643.t1-p1
OG0053850																																											Vbra_16926.t1-p1
OG0053851																																											Vbra_16930.t1-p1
OG0053852																																											Vbra_16931.t1-p1
OG0053853																																											Vbra_16932.t1-p1
OG0053854																																											Vbra_16933.t1-p1
OG0053855																																											Vbra_16938.t1-p1
OG0053856																																											Vbra_16939.t1-p1
OG0053857																																											Vbra_16940.t1-p1
OG0053858																																											Vbra_16943.t1-p1
OG0053859																																											Vbra_16948.t1-p1
OG0053860																																											Vbra_16953.t1-p1
OG0053861																																											Vbra_16954.t1-p1
OG0053862																																											Vbra_16955.t1-p1
OG0053863																																											Vbra_16957.t1-p1
OG0053864																																											Vbra_16958.t1-p1
OG0053865																																											Vbra_16959.t1-p1
OG0053866																																											Vbra_16960.t1-p1
OG0053867																																											Vbra_16966.t1-p1
OG0053868																																											Vbra_16974.t1-p1
OG0053869																																											Vbra_16975.t1-p1
OG0053870																																											Vbra_16977.t1-p1
OG0053871																																											Vbra_16987.t1-p1
OG0053872																																											Vbra_16991.t1-p1
OG0053873																																											Vbra_16996.t1-p1
OG0053874																																											Vbra_17001.t1-p1
OG0053875																																											Vbra_17002.t1-p1
OG0053876																																											Vbra_17004.t1-p1
OG0053877																																											Vbra_17007.t1-p1
OG0053878																																											Vbra_17008.t1-p1
OG0053879																																											Vbra_17012.t1-p1
OG0053880																																											Vbra_17013.t1-p1
OG0053881																																											Vbra_17015.t1-p1
OG0053882																																											Vbra_17017.t1-p1
OG0053883																																											Vbra_17018.t1-p1
OG0053884																																											Vbra_17019.t1-p1
OG0053885																																											Vbra_17029.t1-p1
OG0053886																																											Vbra_21914.t1-p1
OG0053887																																											Vbra_21915.t1-p1
OG0053888																																											Vbra_21916.t1-p1
OG0053889																																											Vbra_21919.t1-p1
OG0053890																																											Vbra_21920.t1-p1
OG0053891																																											Vbra_21924.t1-p1
OG0053892																																											Vbra_21927.t1-p1
OG0053893																																											Vbra_21928.t1-p1
OG0053894																																											Vbra_21929.t1-p1
OG0053895																																											Vbra_21931.t1-p1
OG0053896																																											Vbra_21932.t1-p1
OG0053897																																											Vbra_16864.t1-p1
OG0053898																																											Vbra_16869.t1-p1
OG0053899																																											Vbra_16871.t1-p1
OG0053900																																											Vbra_16882.t1-p1
OG0053901																																											Vbra_16886.t1-p1
OG0053902																																											Vbra_9644.t1-p1
OG0053903																																											Vbra_9647.t1-p1
OG0053904																																											Vbra_9652.t1-p1
OG0053905																																											Vbra_9654.t1-p1
OG0053906																																											Vbra_9656.t1-p1
OG0053907																																											Vbra_22649.t1-p1
OG0053908																																											Vbra_22653.t1-p1
OG0053909																																											Vbra_22656.t1-p1
OG0053910																																											Vbra_22666.t1-p1
OG0053911																																											Vbra_22667.t1-p1
OG0053912																																											Vbra_22668.t1-p1
OG0053913																																											Vbra_22669.t1-p1
OG0053914																																											Vbra_16896.t1-p1
OG0053915																																											Vbra_16902.t1-p1
OG0053916																																											Vbra_16905.t1-p1
OG0053917																																											Vbra_16906.t1-p1
OG0053918																																											Vbra_16909.t1-p1
OG0053919																																											Vbra_16910.t1-p1
OG0053920																																											Vbra_16912.t1-p1
OG0053921																																											Vbra_16917.t1-p1
OG0053922																																											Vbra_16918.t1-p1
OG0053923																																											Vbra_16920.t1-p1
OG0053924																																											Vbra_642.t1-p1
OG0053925																																											Vbra_651.t1-p1
OG0053926																																											Vbra_653.t1-p1
OG0053927																																											Vbra_17072.t1-p1
OG0053928																																											Vbra_17073.t1-p1
OG0053929																																											Vbra_17077.t1-p1
OG0053930																																											Vbra_17078.t1-p1
OG0053931																																											Vbra_17080.t1-p1
OG0053932																																											Vbra_17084.t1-p1
OG0053933																																											Vbra_17085.t1-p1
OG0053934																																											Vbra_17086.t1-p1
OG0053935																																											Vbra_17088.t1-p1
OG0053936																																											Vbra_17089.t1-p1
OG0053937																																											Vbra_17090.t1-p1
OG0053938																																											Vbra_17091.t1-p1
OG0053939																																											Vbra_17093.t1-p1
OG0053940																																											Vbra_17096.t1-p1
OG0053941																																											Vbra_17099.t1-p1
OG0053942																																											Vbra_17100.t1-p1
OG0053943																																											Vbra_17106.t1-p1
OG0053944																																											Vbra_17109.t1-p1
OG0053945																																											Vbra_17110.t1-p1
OG0053946																																											Vbra_17117.t1-p1
OG0053947																																											Vbra_17119.t1-p1
OG0053948																																											Vbra_17122.t1-p1
OG0053949																																											Vbra_17123.t1-p1
OG0053950																																											Vbra_17125.t1-p1
OG0053951																																											Vbra_17128.t1-p1
OG0053952																																											Vbra_17133.t1-p1
OG0053953																																											Vbra_17135.t1-p1
OG0053954																																											Vbra_17136.t1-p1
OG0053955																																											Vbra_17138.t1-p1
OG0053956																																											Vbra_17143.t1-p1
OG0053957																																											Vbra_17147.t1-p1
OG0053958																																											Vbra_17149.t1-p1
OG0053959																																											Vbra_17155.t1-p1
OG0053960																																											Vbra_17156.t1-p1
OG0053961																																											Vbra_17157.t1-p1
OG0053962																																											Vbra_17158.t1-p1
OG0053963																																											Vbra_17159.t1-p1
OG0053964																																											Vbra_17160.t1-p1
OG0053965																																											Vbra_17165.t1-p1
OG0053966																																											Vbra_17168.t1-p1
OG0053967																																											Vbra_17170.t1-p1
OG0053968																																											Vbra_17174.t1-p1
OG0053969																																											Vbra_17175.t1-p1
OG0053970																																											Vbra_17176.t1-p1
OG0053971																																											Vbra_17180.t1-p1
OG0053972																																											Vbra_17181.t1-p1
OG0053973																																											Vbra_9660.t1-p1
OG0053974																																											Vbra_9670.t1-p1
OG0053975																																											Vbra_9672.t1-p1
OG0053976																																											Vbra_9674.t1-p1
OG0053977																																											Vbra_9675.t1-p1
OG0053978																																											Vbra_9676.t1-p1
OG0053979																																											Vbra_2621.t1-p1
OG0053980																																											Vbra_2625.t1-p1
OG0053981																																											Vbra_2626.t1-p1
OG0053982																																											Vbra_2627.t1-p1
OG0053983																																											Vbra_2628.t1-p1
OG0053984																																											Vbra_2633.t1-p1
OG0053985																																											Vbra_2634.t1-p1
OG0053986																																											Vbra_2635.t1-p1
OG0053987																																											Vbra_2638.t1-p1
OG0053988																																											Vbra_2640.t1-p1
OG0053989																																											Vbra_2642.t1-p1
OG0053990																																											Vbra_2646.t1-p1
OG0053991																																											Vbra_2648.t1-p1
OG0053992																																											Vbra_2649.t1-p1
OG0053993																																											Vbra_2650.t1-p1
OG0053994																																											Vbra_21934.t1-p1
OG0053995																																											Vbra_21936.t1-p1
OG0053996																																											Vbra_21937.t1-p1
OG0053997																																											Vbra_21938.t1-p1
OG0053998																																											Vbra_21939.t1-p1
OG0053999																																											Vbra_21940.t1-p1
OG0054000																																											Vbra_21945.t1-p1
OG0054001																																											Vbra_21947.t1-p1
OG0054002																																											Vbra_21949.t1-p1
OG0054003																																											Vbra_21950.t1-p1
OG0054004																																											Vbra_21952.t1-p1
OG0054005																																											Vbra_21954.t1-p1
OG0054006																																											Vbra_21956.t1-p1
OG0054007																																											Vbra_21959.t1-p1
OG0054008																																											Vbra_21960.t1-p1
OG0054009																																											Vbra_21962.t1-p1
OG0054010																																											Vbra_21964.t1-p1
OG0054011																																											Vbra_21965.t1-p1
OG0054012																																											Vbra_21966.t1-p1
OG0054013																																											Vbra_21967.t1-p1
OG0054014																																											Vbra_21968.t1-p1
OG0054015																																											Vbra_21969.t1-p1
OG0054016																																											Vbra_21970.t1-p1
OG0054017																																											Vbra_21971.t1-p1
OG0054018																																											Vbra_21972.t1-p1
OG0054019																																											Vbra_17036.t1-p1
OG0054020																																											Vbra_17037.t1-p1
OG0054021																																											Vbra_17038.t1-p1
OG0054022																																											Vbra_17044.t1-p1
OG0054023																																											Vbra_17046.t1-p1
OG0054024																																											Vbra_17048.t1-p1
OG0054025																																											Vbra_9678.t1-p1
OG0054026																																											Vbra_9687.t1-p1
OG0054027																																											Vbra_17049.t1-p1
OG0054028																																											Vbra_17051.t1-p1
OG0054029																																											Vbra_17052.t1-p1
OG0054030																																											Vbra_17053.t1-p1
OG0054031																																											Vbra_17055.t1-p1
OG0054032																																											Vbra_17057.t1-p1
OG0054033																																											Vbra_17059.t1-p1
OG0054034																																											Vbra_17061.t1-p1
OG0054035																																											Vbra_3120.t1-p1
OG0054036																																											Vbra_3121.t1-p1
OG0054037																																											Vbra_3122.t1-p1
OG0054038																																											Vbra_3128.t1-p1
OG0054039																																											Vbra_3136.t1-p1
OG0054040																																											Vbra_3137.t1-p1
OG0054041																																											Vbra_3140.t1-p1
OG0054042																																											Vbra_3141.t1-p1
OG0054043																																											Vbra_3142.t1-p1
OG0054044																																											Vbra_3147.t1-p1
OG0054045																																											Vbra_3149.t1-p1
OG0054046																																											Vbra_3150.t1-p1
OG0054047																																											Vbra_3151.t1-p1
OG0054048																																											Vbra_3155.t1-p1
OG0054049																																											Vbra_3156.t1-p1
OG0054050																																											Vbra_3157.t1-p1
OG0054051																																											Vbra_3158.t1-p1
OG0054052																																											Vbra_3160.t1-p1
OG0054053																																											Vbra_3162.t1-p1
OG0054054																																											Vbra_3171.t1-p1
OG0054055																																											Vbra_3177.t1-p1
OG0054056																																											Vbra_3179.t1-p1
OG0054057																																											Vbra_3187.t1-p1
OG0054058																																											Vbra_3189.t1-p1
OG0054059																																											Vbra_3196.t1-p1
OG0054060																																											Vbra_3201.t1-p1
OG0054061																																											Vbra_3204.t1-p1
OG0054062																																											Vbra_3208.t1-p1
OG0054063																																											Vbra_3209.t1-p1
OG0054064																																											Vbra_3210.t1-p1
OG0054065																																											Vbra_3211.t1-p1
OG0054066																																											Vbra_3217.t1-p1
OG0054067																																											Vbra_3219.t1-p1
OG0054068																																											Vbra_3220.t1-p1
OG0054069																																											Vbra_3221.t1-p1
OG0054070																																											Vbra_3222.t1-p1
OG0054071																																											Vbra_3226.t1-p1
OG0054072																																											Vbra_3227.t1-p1
OG0054073																																											Vbra_3228.t1-p1
OG0054074																																											Vbra_3230.t1-p1
OG0054075																																											Vbra_21974.t1-p1
OG0054076																																											Vbra_21975.t1-p1
OG0054077																																											Vbra_21976.t1-p1
OG0054078																																											Vbra_21977.t1-p1
OG0054079																																											Vbra_21981.t1-p1
OG0054080																																											Vbra_21985.t1-p1
OG0054081																																											Vbra_21986.t1-p1
OG0054082																																											Vbra_21988.t1-p1
OG0054083																																											Vbra_21989.t1-p1
OG0054084																																											Vbra_21990.t1-p1
OG0054085																																											Vbra_21993.t1-p1
OG0054086																																											Vbra_21995.t1-p1
OG0054087																																											Vbra_21996.t1-p1
OG0054088																																											Vbra_22000.t1-p1
OG0054089																																											Vbra_22002.t1-p1
OG0054090																																											Vbra_22003.t1-p1
OG0054091																																											Vbra_22004.t1-p1
OG0054092																																											Vbra_22005.t1-p1
OG0054093																																											Vbra_6144.t1-p1
OG0054094																																											Vbra_6145.t1-p1
OG0054095																																											Vbra_6146.t1-p1
OG0054096																																											Vbra_6147.t1-p1
OG0054097																																											Vbra_6149.t1-p1
OG0054098																																											Vbra_6150.t1-p1
OG0054099																																											Vbra_6151.t1-p1
OG0054100																																											Vbra_6152.t1-p1
OG0054101																																											Vbra_6153.t1-p1
OG0054102																																											Vbra_6157.t1-p1
OG0054103																																											Vbra_22670.t1-p1
OG0054104																																											Vbra_22677.t1-p1
OG0054105																																											Vbra_22678.t1-p1
OG0054106																																											Vbra_4523.t1-p1
OG0054107																																											Vbra_4527.t1-p1
OG0054108																																											Vbra_4529.t1-p1
OG0054109																																											Vbra_4530.t1-p1
OG0054110																																											Vbra_4531.t1-p1
OG0054111																																											Vbra_287.t1-p1
OG0054112																																											Vbra_293.t1-p1
OG0054113																																											Vbra_294.t1-p1
OG0054114																																											Vbra_295.t1-p1
OG0054115																																											Vbra_300.t1-p1
OG0054116																																											Vbra_301.t1-p1
OG0054117																																											Vbra_22006.t1-p1
OG0054118																																											Vbra_22007.t1-p1
OG0054119																																											Vbra_22008.t1-p1
OG0054120																																											Vbra_22009.t1-p1
OG0054121																																											Vbra_22014.t1-p1
OG0054122																																											Vbra_22015.t1-p1
OG0054123																																											Vbra_22016.t1-p1
OG0054124																																											Vbra_22017.t1-p1
OG0054125																																											Vbra_22018.t1-p1
OG0054126																																											Vbra_22686.t1-p1
OG0054127																																											Vbra_22692.t1-p1
OG0054128																																											Vbra_22694.t1-p1
OG0054129																																											Vbra_22695.t1-p1
OG0054130																																											Vbra_22697.t1-p1
OG0054131																																											Vbra_22020.t1-p1
OG0054132																																											Vbra_22021.t1-p1
OG0054133																																											Vbra_22022.t1-p1
OG0054134																																											Vbra_22023.t1-p1
OG0054135																																											Vbra_22025.t1-p1
OG0054136																																											Vbra_22030.t1-p1
OG0054137																																											Vbra_22031.t1-p1
OG0054138																																											Vbra_3232.t1-p1
OG0054139																																											Vbra_3233.t1-p1
OG0054140																																											Vbra_3236.t1-p1
OG0054141																																											Vbra_3239.t1-p1
OG0054142																																											Vbra_3240.t1-p1
OG0054143																																											Vbra_3241.t1-p1
OG0054144																																											Vbra_3243.t1-p1
OG0054145																																											Vbra_3245.t1-p1
OG0054146																																											Vbra_3246.t1-p1
OG0054147																																											Vbra_3249.t1-p1
OG0054148																																											Vbra_3251.t1-p1
OG0054149																																											Vbra_3254.t1-p1
OG0054150																																											Vbra_3257.t1-p1
OG0054151																																											Vbra_3262.t1-p1
OG0054152																																											Vbra_3263.t1-p1
OG0054153																																											Vbra_3265.t1-p1
OG0054154																																											Vbra_3267.t1-p1
OG0054155																																											Vbra_3268.t1-p1
OG0054156																																											Vbra_3271.t1-p1
OG0054157																																											Vbra_3272.t1-p1
OG0054158																																											Vbra_3280.t1-p1
OG0054159																																											Vbra_3281.t1-p1
OG0054160																																											Vbra_3282.t1-p1
OG0054161																																											Vbra_3283.t1-p1
OG0054162																																											Vbra_3290.t1-p1
OG0054163																																											Vbra_3292.t1-p1
OG0054164																																											Vbra_3305.t1-p1
OG0054165																																											Vbra_3315.t1-p1
OG0054166																																											Vbra_3317.t1-p1
OG0054167																																											Vbra_3319.t1-p1
OG0054168																																											Vbra_3322.t1-p1
OG0054169																																											Vbra_3323.t1-p1
OG0054170																																											Vbra_3328.t1-p1
OG0054171																																											Vbra_3333.t1-p1
OG0054172																																											Vbra_3340.t1-p1
OG0054173																																											Vbra_9690.t1-p1
OG0054174																																											Vbra_9692.t1-p1
OG0054175																																											Vbra_9693.t1-p1
OG0054176																																											Vbra_9695.t1-p1
OG0054177																																											Vbra_9696.t1-p1
OG0054178																																											Vbra_9702.t1-p1
OG0054179																																											Vbra_9705.t1-p1
OG0054180																																											Vbra_2235.t1-p1
OG0054181																																											Vbra_2236.t1-p1
OG0054182																																											Vbra_2237.t1-p1
OG0054183																																											Vbra_2240.t1-p1
OG0054184																																											Vbra_2241.t1-p1
OG0054185																																											Vbra_2242.t1-p1
OG0054186																																											Vbra_17183.t1-p1
OG0054187																																											Vbra_17184.t1-p1
OG0054188																																											Vbra_17185.t1-p1
OG0054189																																											Vbra_17190.t1-p1
OG0054190																																											Vbra_17191.t1-p1
OG0054191																																											Vbra_17193.t1-p1
OG0054192																																											Vbra_17194.t1-p1
OG0054193																																											Vbra_17195.t1-p1
OG0054194																																											Vbra_17197.t1-p1
OG0054195																																											Vbra_17198.t1-p1
OG0054196																																											Vbra_17200.t1-p1
OG0054197																																											Vbra_17202.t1-p1
OG0054198																																											Vbra_17203.t1-p1
OG0054199																																											Vbra_17204.t1-p1
OG0054200																																											Vbra_17205.t1-p1
OG0054201																																											Vbra_318.t1-p1
OG0054202																																											Vbra_319.t1-p1
OG0054203																																											Vbra_322.t1-p1
OG0054204																																											Vbra_325.t1-p1
OG0054205																																											Vbra_326.t1-p1
OG0054206																																											Vbra_327.t1-p1
OG0054207																																											Vbra_328.t1-p1
OG0054208																																											Vbra_331.t1-p1
OG0054209																																											Vbra_332.t1-p1
OG0054210																																											Vbra_334.t1-p1
OG0054211																																											Vbra_335.t1-p1
OG0054212																																											Vbra_339.t1-p1
OG0054213																																											Vbra_9707.t1-p1
OG0054214																																											Vbra_9711.t1-p1
OG0054215																																											Vbra_9712.t1-p1
OG0054216																																											Vbra_9724.t1-p1
OG0054217																																											Vbra_9725.t1-p1
OG0054218																																											Vbra_9730.t1-p1
OG0054219																																											Vbra_9731.t1-p1
OG0054220																																											Vbra_9732.t1-p1
OG0054221																																											Vbra_9733.t1-p1
OG0054222																																											Vbra_9734.t1-p1
OG0054223																																											Vbra_6158.t1-p1
OG0054224																																											Vbra_6160.t1-p1
OG0054225																																											Vbra_6161.t1-p1
OG0054226																																											Vbra_6164.t1-p1
OG0054227																																											Vbra_6168.t1-p1
OG0054228																																											Vbra_17206.t1-p1
OG0054229																																											Vbra_17209.t1-p1
OG0054230																																											Vbra_17218.t1-p1
OG0054231																																											Vbra_17219.t1-p1
OG0054232																																											Vbra_9736.t1-p1
OG0054233																																											Vbra_9739.t1-p1
OG0054234																																											Vbra_9741.t1-p1
OG0054235																																											Vbra_9742.t1-p1
OG0054236																																											Vbra_9745.t1-p1
OG0054237																																											Vbra_9747.t1-p1
OG0054238																																											Vbra_9748.t1-p1
OG0054239																																											Vbra_273.t1-p1
OG0054240																																											Vbra_276.t1-p1
OG0054241																																											Vbra_278.t1-p1
OG0054242																																											Vbra_283.t1-p1
OG0054243																																											Vbra_284.t1-p1
OG0054244																																											Vbra_285.t1-p1
OG0054245																																											Vbra_9749.t1-p1
OG0054246																																											Vbra_9754.t1-p1
OG0054247																																											Vbra_9757.t1-p1
OG0054248																																											Vbra_9758.t1-p1
OG0054249																																											Vbra_9759.t1-p1
OG0054250																																											Vbra_9760.t1-p1
OG0054251																																											Vbra_9761.t1-p1
OG0054252																																											Vbra_9762.t1-p1
OG0054253																																											Vbra_9763.t1-p1
OG0054254																																											Vbra_9766.t1-p1
OG0054255																																											Vbra_9768.t1-p1
OG0054256																																											Vbra_9769.t1-p1
OG0054257																																											Vbra_9771.t1-p1
OG0054258																																											Vbra_9774.t1-p1
OG0054259																																											Vbra_9784.t1-p1
OG0054260																																											Vbra_9785.t1-p1
OG0054261																																											Vbra_9792.t1-p1
OG0054262																																											Vbra_9793.t1-p1
OG0054263																																											Vbra_9794.t1-p1
OG0054264																																											Vbra_9795.t1-p1
OG0054265																																											Vbra_9796.t1-p1
OG0054266																																											Vbra_9797.t1-p1
OG0054267																																											Vbra_9798.t1-p1
OG0054268																																											Vbra_9799.t1-p1
OG0054269																																											Vbra_9807.t1-p1
OG0054270																																											Vbra_9808.t1-p1
OG0054271																																											Vbra_9809.t1-p1
OG0054272																																											Vbra_9812.t1-p1
OG0054273																																											Vbra_9821.t1-p1
OG0054274																																											Vbra_9822.t1-p1
OG0054275																																											Vbra_9825.t1-p1
OG0054276																																											Vbra_9826.t1-p1
OG0054277																																											Vbra_9827.t1-p1
OG0054278																																											Vbra_9828.t1-p1
OG0054279																																											Vbra_9830.t1-p1
OG0054280																																											Vbra_9831.t1-p1
OG0054281																																											Vbra_9848.t1-p1
OG0054282																																											Vbra_9849.t1-p1
OG0054283																																											Vbra_22033.t1-p1
OG0054284																																											Vbra_22036.t1-p1
OG0054285																																											Vbra_22038.t1-p1
OG0054286																																											Vbra_22039.t1-p1
OG0054287																																											Vbra_22040.t1-p1
OG0054288																																											Vbra_22041.t1-p1
OG0054289																																											Vbra_22043.t1-p1
OG0054290																																											Vbra_22047.t1-p1
OG0054291																																											Vbra_22048.t1-p1
OG0054292																																											Vbra_22050.t1-p1
OG0054293																																											Vbra_22969.t1-p1
OG0054294																																											Vbra_22971.t1-p1
OG0054295																																											Vbra_22972.t1-p1
OG0054296																																											Vbra_22973.t1-p1
OG0054297																																											Vbra_22977.t1-p1
OG0054298																																											Vbra_22703.t1-p1
OG0054299																																											Vbra_22704.t1-p1
OG0054300																																											Vbra_22705.t1-p1
OG0054301																																											Vbra_22707.t1-p1
OG0054302																																											Vbra_22056.t1-p1
OG0054303																																											Vbra_22060.t1-p1
OG0054304																																											Vbra_22061.t1-p1
OG0054305																																											Vbra_17220.t1-p1
OG0054306																																											Vbra_17222.t1-p1
OG0054307																																											Vbra_17226.t1-p1
OG0054308																																											Vbra_22065.t1-p1
OG0054309																																											Vbra_22066.t1-p1
OG0054310																																											Vbra_22068.t1-p1
OG0054311																																											Vbra_22069.t1-p1
OG0054312																																											Vbra_22070.t1-p1
OG0054313																																											Vbra_22076.t1-p1
OG0054314																																											Vbra_22077.t1-p1
OG0054315																																											Vbra_22078.t1-p1
OG0054316																																											Vbra_22080.t1-p1
OG0054317																																											Vbra_22081.t1-p1
OG0054318																																											Vbra_22083.t1-p1
OG0054319																																											Vbra_22086.t1-p1
OG0054320																																											Vbra_22090.t1-p1
OG0054321																																											Vbra_22091.t1-p1
OG0054322																																											Vbra_17234.t1-p1
OG0054323																																											Vbra_17235.t1-p1
OG0054324																																											Vbra_17237.t1-p1
OG0054325																																											Vbra_17239.t1-p1
OG0054326																																											Vbra_17240.t1-p1
OG0054327																																											Vbra_17241.t1-p1
