,Species Group,Number of Orthogroups,Number of genes,List of orthogroups,Sequence Name,Sequence Length,GOID,GOcount,GOterm,GOcategory,tophitGI,tophitaccession,Blast.Top.Hit.HSPs.Description,Blast.Top.Hit.E.Value,Blast.Top.Hit.Similarity,Interpro.Accession,Interpro.Type,Interpro.Name
1606,NA,NA,NA,NA,PRCDC_0012200.1-p1,1526,,NA,,,,,,NA,,noIPR;noIPR;IPR029211;IPR008602;IPR042202;noIPR;IPR004258;IPR042202;noIPR;IPR041480;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;DOMAIN;FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;DOMAIN;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Variant surface antigen Stevor;Variant surface antigen Stevor;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-binding-like domain;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma"
1607,NA,NA,NA,NA,PRCDC_0012700.1-p1,4072,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;IPR042202;IPR029210;IPR004258;noIPR;IPR029211;IPR042202;noIPR;IPR042202;IPR008602;noIPR;IPR041480;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;FAMILY;FAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Plasmodium falciparum erythrocyte membrane protein-1, N-terminal segment;Duffy-binding-like domain;Duffy-binding-like domain;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding;Duffy-antigen binding;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma;Cysteine-rich interdomain region 1 gamma"
1608,NA,NA,NA,NA,PRCDC_0013000.1-p1,189,,NA,,,,,,NA,,IPR029211;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment"
1609,NA,NA,NA,NA,PRCDC_0013100.1-p1,266,,NA,,,,,,NA,,noIPR;IPR029211;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Duffy-antigen binding;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment"
1610,NA,NA,NA,NA,PRCDC_0013200.1-p1,406,,NA,,,,,,NA,,noIPR;noIPR;IPR029211;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"DNAJ-containing protein, X-domain;DNAJ-containing protein, X-domain;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment"
1611,NA,NA,NA,NA,PRCDC_0013500.1-p1,311,,NA,,,,,,NA,,noIPR;IPR019111;noIPR,DOMAIN;DOMAIN;DOMAIN,"Cysteine-rich interdomain region 1 gamma;Plasmodium RESA, N-terminal;Plasmodium RESA, N-terminal"
1612,NA,NA,NA,NA,PRCDC_0013700.1-p1,306,,NA,,,,,,NA,,IPR006374;IPR006374;IPR036259,FAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,Variant surface antigen Stevor;Variant surface antigen Stevor;MFS transporter superfamily
1613,NA,NA,NA,NA,PRCDC_0014400.1-p1,210,,NA,,,,,,NA,,,,
1614,NA,NA,NA,NA,PRCDC_0014800.1-p1,456,,NA,,,,,,NA,,IPR029211;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment"
1615,P.gaboni,1,5,"""OG0009143""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1616,NA,NA,NA,NA,PGSY75_0039100-t31_1-p1,312,,NA,,,,,,NA,,IPR008602;IPR042202;noIPR;noIPR;noIPR,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily
1617,NA,NA,NA,NA,PGSY75_0039500-t31_1-p1,268,,NA,,,,,,NA,,IPR042202;IPR008602;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Duffy-antigen binding superfamily;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding
1618,NA,NA,NA,NA,PGSY75_0042000-t31_1-p1,140,,NA,,,,,,NA,,IPR008602;IPR042202;noIPR;noIPR;noIPR,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily
1619,NA,NA,NA,NA,PGSY75_0042700-t31_1-p1,114,,NA,,,,,,NA,,IPR008602;IPR042202;noIPR;noIPR;noIPR,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily
1620,NA,NA,NA,NA,PGSY75_0046300.mRNA-p1,388,,NA,,,,,,NA,,IPR008602;IPR042202;noIPR;noIPR;noIPR,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Duffy-antigen binding;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily;Duffy-antigen binding superfamily
1621,P.gaboni and P.reichenowi,1,2,"""OG0015179""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,NA,NA,NA,NA,PGSY75_0003100-t31_1-p1,219,,NA,,,,,,NA,,noIPR,HOMOLOGOUS_SUPERFAMILY,Gametocyte protein Pfg27 superfamily
1623,NA,NA,NA,NA,PRCDC_1038500.1-p1,212,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1624,P.knowlesi,4,23,"OG0005914 ""OG0009149"" ""OG0009150"" ""OG0015248""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1625,NA,NA,NA,NA,PKNH_0113600.1-p1,613,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1626,NA,NA,NA,NA,PKNH_0210400.1-p1,639,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1627,NA,NA,NA,NA,PKNH_0214300.1-p1,453,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1628,NA,NA,NA,NA,PKNH_0313500.1-p1,586,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1629,NA,NA,NA,NA,PKNH_0321200.1-p1,432,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,PUB-like domain superfamily;PUB-like domain superfamily;PUB-like domain superfamily;PUB-like domain superfamily
1630,NA,NA,NA,NA,PKNH_0503300.1-p1,646,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1631,NA,NA,NA,NA,PKNH_0726000.1-p1,449,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding;Duffy-antigen binding
1632,NA,NA,NA,NA,PKNH_0807800.1-p1,587,,NA,,,,,,NA,,noIPR;IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1633,NA,NA,NA,NA,PKNH_0816100.1-p1,641,,NA,,,,,,NA,,noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN,"DNAJ-containing protein, X-domain;DNAJ-containing protein, X-domain;DNAJ-containing protein, X-domain"
1634,NA,NA,NA,NA,PKNH_1000600.1-p1,531,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1635,NA,NA,NA,NA,PKNH_1000900.1-p1,521,,NA,,,,,,NA,,noIPR;IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1636,NA,NA,NA,NA,PKNH_1014100.1-p1,596,,NA,,,,,,NA,,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1637,NA,NA,NA,NA,PKNH_1138800.1-p1,1667,,NA,,,,,,NA,,noIPR;IPR024285;noIPR;noIPR;noIPR;noIPR,DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN;DOMAIN,"Plasmodium falciparum erythrocyte membrane protein 1, acidic terminal segment;Schizont-infected cell agglutination, extracellular beta domain;Schizont-infected cell agglutination, extracellular beta domain;Schizont-infected cell agglutination, extracellular beta domain;Schizont-infected cell agglutination, extracellular beta domain;Schizont-infected cell agglutination, extracellular beta domain"
1638,NA,NA,NA,NA,PKNH_1312300.1-p1,582,,NA,,,,,,NA,,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1639,NA,NA,NA,NA,PKNH_1314400.1-p1,411,,NA,,,,,,NA,,noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily
1640,NA,NA,NA,NA,PKNH_1326500.1-p1,561,,NA,,,,,,NA,,IPR008780;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1641,NA,NA,NA,NA,PKNH_1330300.1-p1,590,,NA,,,,,,NA,,noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1642,NA,NA,NA,NA,PKNH_1357000.1-p1,459,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1643,NA,NA,NA,NA,PKNH_1400400.1-p1,459,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1644,NA,NA,NA,NA,PKNH_1444400.1-p1,673,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1645,NA,NA,NA,NA,PKNH_1460900.1-p1,586,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1646,NA,NA,NA,NA,PKNH_1469700.1-p1,630,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1647,NA,NA,NA,NA,PKNH_1473100.1-p1,463,,NA,,,,,,NA,,IPR008780;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR,FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir;Plasmodium vivax Vir
1648,"P.malariae, P.reichenowi, P.falciparum and P.gaboni",2,29,"""OG0003250"" ""OG0010090""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,NA,NA,NA,NA,PF3D7_0936500.1-p1,259,,NA,,,,,,NA,,,,
1650,NA,NA,NA,NA,PF3D7_1302100.1-p1,217,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1651,NA,NA,NA,NA,PGSY75_0936500-t31_1-p1,251,,NA,,,,,,NA,,noIPR;noIPR,FAMILY;FAMILY,Plasmodium vivax Vir;Plasmodium vivax Vir
1652,NA,NA,NA,NA,PGSY75_1302100-t31_1-p1,163,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1653,NA,NA,NA,NA,PmUG01_07048200.1-p1,252,,NA,,,,,,NA,,noIPR,FAMILY,Plasmodium vivax Vir
1654,NA,NA,NA,NA,PmUG01_14016500.1-p1,142,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1655,NA,NA,NA,NA,PmUG01_14016600.1-p1,328,,NA,,,,,,NA,,IPR015299;IPR036469;noIPR;noIPR;noIPR;noIPR;noIPR;noIPR;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1656,NA,NA,NA,NA,PmUG01_14016700.1-p1,202,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1657,NA,NA,NA,NA,PmUG01_14016800.1-p1,127,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1658,NA,NA,NA,NA,PmUG01_14016900.1-p1,230,,NA,,,,,,NA,,IPR015299;IPR036469;noIPR;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1659,NA,NA,NA,NA,PmUG01_14017000.1-p1,259,,NA,,,,,,NA,,IPR015299;IPR036469;noIPR;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1660,NA,NA,NA,NA,PmUG01_14017100.1-p1,260,,NA,,,,,,NA,,IPR036469;IPR015299;noIPR;IPR036469,HOMOLOGOUS_SUPERFAMILY;FAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
1661,NA,NA,NA,NA,PmUG01_14017200.1-p1,243,,NA,,,,,,NA,,IPR015299;IPR036469;noIPR;noIPR;noIPR;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1662,NA,NA,NA,NA,PmUG01_14017300.1-p1,246,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1663,NA,NA,NA,NA,PmUG01_14017400.1-p1,181,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1664,NA,NA,NA,NA,PmUG01_14017500.1-p1,226,,NA,,,,,,NA,,IPR015299;IPR036469;IPR036469,FAMILY;HOMOLOGOUS_SUPERFAMILY;HOMOLOGOUS_SUPERFAMILY,"Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily;Gametocyte protein Pfg27 superfamily"
1665,NA,NA,NA,NA,PmUG01_14017600.1-p1,238,,NA,,,,,,NA,,IPR036469;IPR015299;IPR036469,HOMOLOGOUS_SUPERFAMILY;FAMILY;HOMOLOGOUS_SUPERFAMILY,"Gametocyte protein Pfg27 superfamily;Gamete antigen, Plasmodium species;Gametocyte protein Pfg27 superfamily"
