,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,[INTERPRO],PKNH_0210400.1-p1,| transcript=PKNH_0210400.1 | gene=PKNH_0210400 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_02_v2:438171-440484(+) | protein_length=639 | sequence_SO=chromosome | SO=protein_coding,639,,,,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PKNH_0214300.1-p1,| transcript=PKNH_0214300.1 | gene=PKNH_0214300 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_02_v2:622214-623817(+) | protein_length=453 | sequence_SO=chromosome | SO=protein_coding,453,,,,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PKNH_0313500.1-p1,| transcript=PKNH_0313500.1 | gene=PKNH_0313500 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_03_v2:638024-640923(+) | protein_length=586 | sequence_SO=chromosome | SO=protein_coding,586,,,,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PKNH_0321200.1-p1,| transcript=PKNH_0321200.1 | gene=PKNH_0321200 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_03_v2:955131-956906(+) | protein_length=432 | sequence_SO=chromosome | SO=protein_coding,432,,,,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PKNH_0503300.1-p1,| transcript=PKNH_0503300.1 | gene=PKNH_0503300 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_05_v2:148793-151289(-) | protein_length=646 | sequence_SO=chromosome | SO=protein_coding,646,,,,,,,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,[INTERPRO],PKNH_0726000.1-p1,| transcript=PKNH_0726000.1 | gene=PKNH_0726000 | organism=Plasmodium_knowlesi_strain_H | gene_product=PIR protein | transcript_product=PIR protein | location=PKNH_07_v2:1162233-1163769(+) | protein_length=449 | sequence_SO=chromosome | SO=protein_coding,449,,,,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_0807800.1-p1,KIR protein,587,20,0,64.9,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,Coil (COILS); IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_0816100.1-p1,KIR protein,641,20,0,53.04,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PKNH_1000600.1-p1,KIR-like protein,531,20,0,58.13,1,C:GO:0016021,C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PKNH_1000900.1-p1,KIR-like protein,521,20,0,49.64,1,C:GO:0016021,C:integral component of membrane,,,Coil (COILS); IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1014100.1-p1,KIR protein,596,20,0,62.49,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PKNH_1138800.1-p1,"SICAvar, type I",1667,20,0,73.46,,,,,,Coil (COILS); Coil (COILS); IPR024285 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1312300.1-p1,KIR protein,582,20,0,66.67,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1314400.1-p1,KIR protein,411,20,0,51.47,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1326500.1-p1,KIR protein,561,20,0,56.1,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1330300.1-p1,KIR protein,590,20,0,64.6,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1357000.1-p1,KIR-like protein,459,20,0,60.25,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1400400.1-p1,KIR-like protein,459,20,0,60.39,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1444400.1-p1,KIR protein,673,20,0,52.68,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,Coil (COILS); IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1460900.1-p1,KIR protein,586,20,0,63.11,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",PKNH_1469700.1-p1,KIR protein,630,20,0,55.36,1,C:GO:0016020,C:membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED, MAPPED]",PKNH_1473100.1-p1,KIR protein,463,20,0,60.23,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,IPR008780 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
"P.malariae,P.falciparum,P.reichenowi,P.gaboni",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PF3D7_0936500.1-p1,virulence-associated protein 1,259,10,2.06E-180,86.04,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PF3D7_1302100.1-p1,gamete antigen 27/25,217,20,2.36E-156,88.13,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PGSY75_0936500-t31_1-p1,virulence-associated protein 1,251,10,1.91E-173,75.97,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PGSY75_1302100-t31_1-p1,gamete antigen 27/25,163,20,3.70E-113,88.62,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_07048200.1-p1,virulence-associated protein 1,252,7,6.01E-179,79.73,,,,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016500.1-p1,"gamete antigen 27/25, putative",142,20,1.65E-97,70.36,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016600.1-p1,"gamete antigen 27/25, putative",328,20,0,71.57,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016700.1-p1,"gamete antigen 27/25, putative",202,20,4.12E-41,63.87,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016800.1-p1,"gamete antigen 27/25, putative",127,20,9.39E-85,72.43,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016900.1-p1,"gamete antigen 27/25, putative",230,20,9.02E-165,67.57,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017000.1-p1,"gamete antigen 27/25, putative",259,20,0,67.54,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017100.1-p1,"gamete antigen 27/25, putative",260,20,0,68.55,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017200.1-p1,"gamete antigen 27/25, putative",243,20,5.79E-179,67.94,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017300.1-p1,"gamete antigen 27/25, putative",246,20,0,68.36,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017400.1-p1,"gamete antigen 27/25, putative",181,20,2.75E-128,70.65,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017500.1-p1,"gamete antigen 27/25, putative",226,20,1.58E-164,67.95,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017600.1-p1,"gamete antigen 27/25, putative",238,20,8.09E-173,66.62,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017700.1-p1,"gamete antigen 27/25, putative",243,20,9.83E-177,70.5,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017800.1-p1,"gamete antigen 27/25, putative",241,20,1.63E-104,69.36,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14017900.1-p1,"gamete antigen 27/25, putative",205,20,1.81E-146,66.66,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018000.1-p1,"gamete antigen 27/25, putative",214,20,2.01E-154,68.12,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018100.1-p1,"gamete antigen 27/25, putative",260,20,0,67.11,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018200.1-p1,"gamete antigen 27/25, putative",254,20,0,66.3,,,,,,Coil (COILS); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018300.1-p1,"gamete antigen 27/25, putative",222,20,4.14E-162,67.07,,,,,,Coil (COILS); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018400.1-p1,"gamete antigen 27/25, putative",243,20,1.07E-178,70.16,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018500.1-p1,"gamete antigen 27/25, putative",243,20,1.98E-178,70.15,,,,,,IPR015299 (PFAM); IPR036469 (G3DSA:1.10.3030.GENE3D); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_14018600.1-p1,"gamete antigen 27/25, putative",203,20,7.75E-147,66.11,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PRCDC_0934600.1-p1,virulence-associated protein 1,274,10,1.86E-94,76.08,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PRCDC_1301100.1-p1,gamete antigen 27/25,217,20,1.08E-156,88.37,,,,,,IPR036469 (G3DSA:1.10.3030.GENE3D); IPR015299 (PFAM); IPR036469 (SUPERFAMILY),no GO terms,no GO terms
"P.malariae,P.ovale",,,,,,,,,,,,,,,
TRUE,"[INTERPRO, BLASTED]",PmUG01_01010800.1-p1,PIR Superfamily Protein,229,20,1.57E-58,50,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_01032500.1-p1,PIR Superfamily Protein,264,20,0,56,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_01034100.1-p1,PIR Superfamily Protein,233,19,9.06E-33,48.32,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_02017100.1-p1,"conserved Plasmodium protein, unknown function",290,5,0,82.8,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_03032200.1-p1,early transcribed membrane protein (ETRAMP),142,5,1.91E-95,80.68,,,,,,IPR006389 (PFAM); IPR006389 (TIGRFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_03032400.1-p1,PIR Superfamily Protein,241,20,3.58E-42,54.29,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_04012100.1-p1,"Plasmodium exported protein, unknown function",574,2,0,100,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_04012300.1-p1,"Plasmodium exported protein, unknown function",448,2,0,98.04,,,,,,Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR31780:SF1 (PANTHER); PTHR31780 (PANTHER),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_05015000.1-p1,PIR Superfamily Protein,213,20,5.40E-154,58.18,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_05041950.1-p1,PIR Superfamily Protein,209,19,2.11E-18,51.69,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_07049500.1-p1,PIR Superfamily Protein,231,20,4.28E-48,56.94,,,,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_07049600.1-p1,PIR Superfamily Protein,216,20,1.06E-63,55.04,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_08010700.1-p1,"Plasmodium exported protein (Pm-fam-a like), unknown function",292,1,2.44E-06,54.62,,,,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_08014050.1-p1,"Plasmodium exported protein, unknown function",235,7,8.63E-13,53.23,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_08017000.1-p1,hypothetical protein PMALA_045000,246,4,1.55E-40,64.28,,,,,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_08056700.1-p1,PIR Superfamily Protein,248,20,9.96E-177,73.3,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_08056800.1-p1,PIR Superfamily Protein,237,20,1.32E-167,58.1,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_08059900.1-p1,PIR Superfamily Protein,230,17,6.06E-37,51.56,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_08063100.1-p1,PIR Superfamily Protein,216,20,1.30E-92,67.68,,,,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_08063200.1-p1,PIR Superfamily Protein,243,20,1.96E-124,59.13,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_10049600.1-p1,"Plasmodium exported protein, unknown function",297,6,0,61.55,,,,,,Coil (COILS); Coil (COILS); Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_10049900.1-p1,PIR Superfamily Protein,215,18,1.28E-154,55.44,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_10050600.1-p1,PIR Superfamily Protein,209,17,6.23E-26,54.6,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_10051700.1-p1,PIR Superfamily Protein,230,20,2.16E-130,55.07,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_10054500.1-p1,PIR Superfamily Protein,248,20,1.90E-177,73.88,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_10054600.1-p1,PIR Superfamily Protein,257,20,0,58.77,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_11011700.1-p1,PIR Superfamily Protein,206,18,5.54E-12,48.6,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_11013750.1-p1,PIR Superfamily Protein,206,20,6.20E-33,52.77,,,,,,mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_11014200.1-p1,PIR Superfamily Protein,245,20,3.34E-172,61.05,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_11014300.1-p1,PIR Superfamily Protein,251,20,3.36E-179,68.22,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_11015100.1-p1,PIR Superfamily Protein,271,20,0,52.32,,,,,,Coil (COILS),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_12080700.1-p1,"conserved Plasmodium protein, unknown function",213,3,4.75E-152,95.64,,,,,,Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_13057150.1-p1,PIR Superfamily Protein,219,20,1.43E-48,54.01,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_13063300.1-p1,PIR Superfamily Protein,238,20,2.36E-40,49.53,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_13067800.1-p1,PIR Superfamily Protein,243,20,8.82E-32,49.73,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_14011300.1-p1,PIR Superfamily Protein,242,7,7.87E-19,56.35,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_14016000.1-p1,hypothetical protein PMALA_054940,233,3,2.87E-69,72.47,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00028350.1-p1,PIR Superfamily Protein,203,20,4.23E-30,55.05,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00029100.1-p1,PIR Superfamily Protein,175,13,2.86E-12,49.95,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00039600.1-p1,PIR Superfamily Protein,231,20,9.89E-84,59.05,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00039700.1-p1,PIR Superfamily Protein,227,20,7.75E-163,73.69,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00041900.1-p1,PIR Superfamily Protein,160,20,2.46E-30,57.47,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00044600.1-p1,PIR Superfamily Protein,232,6,1.91E-27,64.08,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00046600.1-p1,PIR Superfamily Protein,246,20,2.45E-175,72.84,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00046700.1-p1,PIR Superfamily Protein,198,20,5.60E-115,59.89,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00055500.1-p1,PIR Superfamily Protein,225,20,1.79E-89,59.38,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
TRUE,"[INTERPRO, BLASTED]",PmUG01_00055600.1-p1,PIR Superfamily Protein,236,20,3.04E-167,73.52,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00016700.1-p1,PIR Superfamily Protein,248,20,2.53E-176,73.85,,,,,,no IPS match,no IPS match,no IPS match
TRUE,"[INTERPRO, BLASTED]",PmUG01_00016800.1-p1,PIR Superfamily Protein,236,20,1.88E-112,59.92,,,,,,IPR022139 (PFAM),no GO terms,no GO terms
