,Species Group,Number of Orthogroups,Number of genes,Sequence Name,Sequence Length,GOID,Gocount,Goterm,Gocategory,tophitGI,tophitaccession,List of orthogroups
1269,NA,NA,NA,PRCDC_0005500.1-p1,251,GO:0016021,1,integral component of membrane,Cellular Component,1011107207;1370985854;1145256623;641583107,SOV76074;CDO62679;KYO02014;XP_019970763,NA
1270,NA,NA,NA,PRCDC_0400100.1-p1,3052,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,641583097,CDO62667,NA
1271,NA,NA,NA,PRCDC_0400300.1-p1,3843,GO:0009405;GO:0016021;GO:0020002;GO:0020013;GO:0020030;GO:0020033;GO:0020035;GO:0044650;GO:0046789;GO:0050839,10,"pathogenesis;integral component of membrane;host cell plasma membrane;modulation by symbiont of host erythrocyte aggregation;infected host cell surface knob;antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;adhesion of symbiont to host cell;host cell surface receptor binding;cell adhesion molecule binding",Biological Process;Cellular Component;Cellular Component;Biological Process;Cellular Component;Biological Process;Biological Process;Biological Process;Molecular Function;Molecular Function,641583098,CDO62669,NA
1272,NA,NA,NA,PRCDC_0400400.1-p1,106,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,641583108,CDO62680,NA
1273,NA,NA,NA,PRCDC_0409800.1-p1,2320,GO:0009405;GO:0016021;GO:0044650;GO:0046789,4,pathogenesis;integral component of membrane;adhesion of symbiont to host cell;host cell surface receptor binding,Biological Process;Cellular Component;Biological Process;Molecular Function,641583197,CDO62769,NA
1274,NA,NA,NA,PRCDC_0410000.1-p1,2257,,NA,,,,,NA
1275,NA,NA,NA,PRCDC_0410300.1-p1,2347,,NA,,,,,NA
1276,NA,NA,NA,PRCDC_0410700.1-p1,303,,NA,,,,,NA
1277,NA,NA,NA,PRCDC_0410900.1-p1,2460,,NA,,,,,NA
1278,NA,NA,NA,PRCDC_0418200.1-p1,1970,,NA,,,,,NA
1279,NA,NA,NA,PRCDC_0418400.1-p1,2469,,NA,,,,,NA
1280,NA,NA,NA,PRCDC_0418500.1-p1,3031,,NA,,,,,NA
1281,NA,NA,NA,PRCDC_0418600.1-p1,1281,,NA,,,,,NA
1282,NA,NA,NA,PRCDC_0418700.1-p1,3081,,NA,,,,,NA
1283,NA,NA,NA,PRCDC_0418800.1-p1,300,,NA,,,,,NA
1284,NA,NA,NA,PRCDC_0420600.1-p1,220,,NA,,,,,NA
1285,NA,NA,NA,PRCDC_0420900.1-p1,136,,NA,,,,,NA
1286,NA,NA,NA,PRCDC_0421100.1-p1,137,,NA,,,,,NA
1287,NA,NA,NA,PRCDC_0421200.1-p1,372,,NA,,,,,NA
1288,NA,NA,NA,PRCDC_0421300.1-p1,535,,NA,,,,,NA
1289,NA,NA,NA,PRCDC_0422000.1-p1,294,,NA,,,,,NA
1290,NA,NA,NA,PRCDC_0500300.1-p1,260,,NA,,,,,NA
1291,NA,NA,NA,PRCDC_0531100.1-p1,184,,NA,,,,,NA
1292,NA,NA,NA,PRCDC_0531300.1-p1,509,,NA,,,,,NA
1293,NA,NA,NA,PRCDC_0531400.1-p1,507,,NA,,,,,NA
1294,NA,NA,NA,PRCDC_0531600.1-p1,134,,NA,,,,,NA
1295,NA,NA,NA,PRCDC_0531700.1-p1,281,,NA,,,,,NA
1296,NA,NA,NA,PRCDC_0531800.1-p1,254,,NA,,,,,NA
1297,NA,NA,NA,PRCDC_0532000.1-p1,3690,,NA,,,,,NA
1298,NA,NA,NA,PRCDC_0532200.1-p1,82,,NA,,,,,NA
1299,NA,NA,NA,PRCDC_0532400.1-p1,164,,NA,,,,,NA
1300,NA,NA,NA,PRCDC_0600100.1-p1,456,,NA,,,,,NA
1301,NA,NA,NA,PRCDC_0600300.1-p1,291,,NA,,,,,NA
1302,NA,NA,NA,PRCDC_0608300.1-p1,1262,,NA,,,,,NA
1303,NA,NA,NA,PRCDC_0616100.1-p1,324,,NA,,,,,NA
1304,NA,NA,NA,PRCDC_0629500.1-p1,302,,NA,,,,,NA
1305,NA,NA,NA,PRCDC_0700100.1-p1,3360,,NA,,,,,NA
1306,NA,NA,NA,PRCDC_0700300.1-p1,629,,NA,,,,,NA
1307,NA,NA,NA,PRCDC_0700700.1-p1,240,,NA,,,,,NA
1308,NA,NA,NA,PRCDC_0700800.1-p1,87,,NA,,,,,NA
1309,NA,NA,NA,PRCDC_0709900.1-p1,2646,,NA,,,,,NA
1310,NA,NA,NA,PRCDC_0710100.1-p1,2842,,NA,,,,,NA
1311,NA,NA,NA,PRCDC_0710400.1-p1,2789,,NA,,,,,NA
1312,NA,NA,NA,PRCDC_0710500.1-p1,1046,,NA,,,,,NA
1313,NA,NA,NA,PRCDC_0710600.1-p1,345,,NA,,,,,NA
1314,NA,NA,NA,PRCDC_0722900.1-p1,786,,NA,,,,,NA
1315,NA,NA,NA,PRCDC_0727600.1-p1,301,,NA,,,,,NA
1316,NA,NA,NA,PRCDC_0727600.2-p1,301,,NA,,,,,NA
1317,NA,NA,NA,PRCDC_0727900.1-p1,889,,NA,,,,,NA
1318,NA,NA,NA,PRCDC_0728000.1-p1,308,,NA,,,,,NA
1319,NA,NA,NA,PRCDC_0728500.1-p1,205,,NA,,,,,NA
1320,NA,NA,NA,PRCDC_0728700.1-p1,366,,NA,,,,,NA
1321,NA,NA,NA,PRCDC_0728900.1-p1,234,,NA,,,,,NA
1322,NA,NA,NA,PRCDC_0729000.1-p1,303,,NA,,,,,NA
1323,NA,NA,NA,PRCDC_0729500.1-p1,306,,NA,,,,,NA
1324,NA,NA,NA,PRCDC_0729900.1-p1,331,,NA,,,,,NA
1325,NA,NA,NA,PRCDC_0800100.1-p1,206,,NA,,,,,NA
1326,NA,NA,NA,PRCDC_0800400.1-p1,210,,NA,,,,,NA
1327,NA,NA,NA,PRCDC_0800500.1-p1,212,,NA,,,,,NA
1328,NA,NA,NA,PRCDC_0808200.1-p1,2719,,NA,,,,,NA
1329,NA,NA,NA,PRCDC_0808300.1-p1,2702,,NA,,,,,NA
1330,NA,NA,NA,PRCDC_0808400.1-p1,3133,,NA,,,,,NA
1331,NA,NA,NA,PRCDC_0828800.1-p1,2269,,NA,,,,,NA
1332,NA,NA,NA,PRCDC_0830000.1-p1,218,,NA,,,,,NA
1333,NA,NA,NA,PRCDC_0830200.1-p1,188,,NA,,,,,NA
1334,NA,NA,NA,PRCDC_0830300.1-p1,426,,NA,,,,,NA
1335,NA,NA,NA,PRCDC_0830700.1-p1,335,,NA,,,,,NA
1336,NA,NA,NA,PRCDC_0831000.1-p1,334,,NA,,,,,NA
1337,NA,NA,NA,PRCDC_0831100.1-p1,328,,NA,,,,,NA
1338,NA,NA,NA,PRCDC_0900100.1-p1,412,,NA,,,,,NA
1339,NA,NA,NA,PRCDC_0929300.1-p1,295,,NA,,,,,NA
1340,NA,NA,NA,PRCDC_0934100.1-p1,150,,NA,,,,,NA
1341,NA,NA,NA,PRCDC_0934700.1-p1,297,,NA,,,,,NA
1342,NA,NA,NA,PRCDC_0935000.1-p1,357,,NA,,,,,NA
1343,NA,NA,NA,PRCDC_0935100.1-p1,357,,NA,,,,,NA
1344,NA,NA,NA,PRCDC_0935200.1-p1,263,,NA,,,,,NA
1345,NA,NA,NA,PRCDC_1000100.1-p1,301,,NA,,,,,NA
1346,NA,NA,NA,PRCDC_1000200.1-p1,166,,NA,,,,,NA
1347,NA,NA,NA,PRCDC_1000300.1-p1,423,,NA,,,,,NA
1348,NA,NA,NA,PRCDC_1001200.1-p1,261,,NA,,,,,NA
1349,NA,NA,NA,PRCDC_1001400.1-p1,414,,NA,,,,,NA
1350,NA,NA,NA,PRCDC_1001500.1-p1,514,,NA,,,,,NA
1351,NA,NA,NA,PRCDC_1001600.1-p1,980,,NA,,,,,NA
1352,NA,NA,NA,PRCDC_1015700.1-p1,279,,NA,,,,,NA
1353,NA,NA,NA,PRCDC_1015900.1-p1,816,,NA,,,,,NA
1354,NA,NA,NA,PRCDC_1016100.1-p1,858,,NA,,,,,NA
1355,NA,NA,NA,PRCDC_1016300.1-p1,108,,NA,,,,,NA
1356,NA,NA,NA,PRCDC_1017800.1-p1,200,,NA,,,,,NA
1357,NA,NA,NA,PRCDC_1034400.1-p1,561,,NA,,,,,NA
1358,NA,NA,NA,PRCDC_1034700.1-p1,365,,NA,,,,,NA
1359,NA,NA,NA,PRCDC_1034800.1-p1,426,,NA,,,,,NA
1360,NA,NA,NA,PRCDC_1034900.1-p1,414,,NA,,,,,NA
1361,NA,NA,NA,PRCDC_1035000.1-p1,683,,NA,,,,,NA
1362,NA,NA,NA,PRCDC_1035300.1-p1,407,,NA,,,,,NA
1363,NA,NA,NA,PRCDC_1035400.1-p1,742,,NA,,,,,NA
1364,NA,NA,NA,PRCDC_1035600.1-p1,681,,NA,,,,,NA
1365,NA,NA,NA,PRCDC_1037600.1-p1,376,,NA,,,,,NA
1366,NA,NA,NA,PRCDC_1037700.1-p1,358,,NA,,,,,NA
1367,NA,NA,NA,PRCDC_1038200.1-p1,430,,NA,,,,,NA
1368,NA,NA,NA,PRCDC_1038300.1-p1,220,,NA,,,,,NA
1369,NA,NA,NA,PRCDC_1038400.1-p1,203,,NA,,,,,NA
1370,NA,NA,NA,PRCDC_1038700.1-p1,305,,NA,,,,,NA
1371,NA,NA,NA,PRCDC_1039000.1-p1,4048,,NA,,,,,NA
1372,NA,NA,NA,PRCDC_1100100.1-p1,3381,,NA,,,,,NA
1373,NA,NA,NA,PRCDC_1100400.1-p1,299,,NA,,,,,NA
1374,NA,NA,NA,PRCDC_1100500.1-p1,279,,NA,,,,,NA
1375,NA,NA,NA,PRCDC_1101000.1-p1,644,,NA,,,,,NA
1376,NA,NA,NA,PRCDC_1101100.1-p1,264,,NA,,,,,NA
1377,NA,NA,NA,PRCDC_1101500.1-p1,89,,NA,,,,,NA
1378,NA,NA,NA,PRCDC_1114200.1-p1,299,,NA,,,,,NA
1379,NA,NA,NA,PRCDC_1133600.1-p1,405,,NA,,,,,NA
1380,NA,NA,NA,PRCDC_1139500.1-p1,2544,,NA,,,,,NA
1381,NA,NA,NA,PRCDC_1144700.1-p1,260,,NA,,,,,NA
1382,NA,NA,NA,PRCDC_1146800.1-p1,89,,NA,,,,,NA
1383,NA,NA,NA,PRCDC_1147300.1-p1,209,,NA,,,,,NA
1384,NA,NA,NA,PRCDC_1147600.1-p1,102,,NA,,,,,NA
1385,NA,NA,NA,PRCDC_1200300.1-p1,368,,NA,,,,,NA
1386,NA,NA,NA,PRCDC_1200400.1-p1,561,,NA,,,,,NA
1387,NA,NA,NA,PRCDC_1200500.1-p1,904,,NA,,,,,NA
1388,NA,NA,NA,PRCDC_1200600.1-p1,296,,NA,,,,,NA
1389,NA,NA,NA,PRCDC_1200800.1-p1,924,,NA,,,,,NA
1390,NA,NA,NA,PRCDC_1204200.1-p1,130,,NA,,,,,NA
1391,NA,NA,NA,PRCDC_1218600.1-p1,3410,,NA,,,,,NA
1392,NA,NA,NA,PRCDC_1218700.1-p1,1077,,NA,,,,,NA
1393,NA,NA,NA,PRCDC_1218800.1-p1,233,,NA,,,,,NA
1394,NA,NA,NA,PRCDC_1239500.1-p1,549,,NA,,,,,NA
1395,NA,NA,NA,PRCDC_1239600.1-p1,2908,,NA,,,,,NA
1396,NA,NA,NA,PRCDC_1239700.1-p1,2872,,NA,,,,,NA
1397,NA,NA,NA,PRCDC_1239900.1-p1,2842,,NA,,,,,NA
1398,NA,NA,NA,PRCDC_1240000.1-p1,2358,,NA,,,,,NA
1399,NA,NA,NA,PRCDC_1240300.1-p1,410,,NA,,,,,NA
1400,NA,NA,NA,PRCDC_1251900.1-p1,394,,NA,,,,,NA
1401,NA,NA,NA,PRCDC_1252100.1-p1,450,,NA,,,,,NA
1402,NA,NA,NA,PRCDC_1252200.1-p1,625,,NA,,,,,NA
1403,NA,NA,NA,PRCDC_1252300.1-p1,113,,NA,,,,,NA
1404,NA,NA,NA,PRCDC_1252600.1-p1,468,,NA,,,,,NA
1405,NA,NA,NA,PRCDC_1252700.1-p1,285,,NA,,,,,NA
1406,NA,NA,NA,PRCDC_1252800.1-p1,206,,NA,,,,,NA
1407,NA,NA,NA,PRCDC_1252900.1-p1,244,,NA,,,,,NA
1408,NA,NA,NA,PRCDC_1300100.1-p1,142,,NA,,,,,NA
1409,NA,NA,NA,PRCDC_1300300.1-p1,374,,NA,,,,,NA
1410,NA,NA,NA,PRCDC_1300400.1-p1,308,,NA,,,,,NA
1411,NA,NA,NA,PRCDC_1300600.1-p1,246,,NA,,,,,NA
1412,NA,NA,NA,PRCDC_1300900.1-p1,121,,NA,,,,,NA
1413,NA,NA,NA,PRCDC_1301300.1-p1,122,,NA,,,,,NA
1414,NA,NA,NA,PRCDC_1333500.1-p1,570,,NA,,,,,NA
1415,NA,NA,NA,PRCDC_1333600.1-p1,301,,NA,,,,,NA
1416,NA,NA,NA,PRCDC_1333700.1-p1,202,,NA,,,,,NA
1417,NA,NA,NA,PRCDC_1343400.1-p1,494,,NA,,,,,NA
1418,NA,NA,NA,PRCDC_1352100.1-p1,286,,NA,,,,,NA
1419,NA,NA,NA,PRCDC_1352200.1-p1,137,,NA,,,,,NA
1420,NA,NA,NA,PRCDC_1369200.1-p1,242,,NA,,,,,NA
1421,NA,NA,NA,PRCDC_1369400.1-p1,168,,NA,,,,,NA
1422,NA,NA,NA,PRCDC_1369700.1-p1,441,,NA,,,,,NA
1423,NA,NA,NA,PRCDC_1369800.1-p1,208,,NA,,,,,NA
1424,NA,NA,NA,PRCDC_1369900.1-p1,394,,NA,,,,,NA
1425,NA,NA,NA,PRCDC_1370000.1-p1,592,,NA,,,,,NA
1426,NA,NA,NA,PRCDC_1370100.1-p1,318,,NA,,,,,NA
1427,NA,NA,NA,PRCDC_1370200.1-p1,206,,NA,,,,,NA
1428,NA,NA,NA,PRCDC_1400300.1-p1,303,,NA,,,,,NA
1429,NA,NA,NA,PRCDC_1400400.1-p1,492,,NA,,,,,NA
1430,NA,NA,NA,PRCDC_1400500.1-p1,264,,NA,,,,,NA
1431,NA,NA,NA,PRCDC_1400900.1-p1,482,,NA,,,,,NA
1432,NA,NA,NA,PRCDC_1406900.1-p1,2107,,NA,,,,,NA
1433,NA,NA,NA,PRCDC_1407600.1-p1,150,,NA,,,,,NA
1434,NA,NA,NA,PRCDC_1412900.1-p1,522,,NA,,,,,NA
1435,NA,NA,NA,PRCDC_1435500.1-p1,2195,,NA,,,,,NA
1436,NA,NA,NA,PRCDC_1440400.1-p1,232,,NA,,,,,NA
1437,NA,NA,NA,PRCDC_1459800.1-p1,1620,,NA,,,,,NA
1438,NA,NA,NA,PRCDC_1461100.1-p1,1963,,NA,,,,,NA
1439,NA,NA,NA,PRCDC_1470900.1-p1,641,,NA,,,,,NA
1440,NA,NA,NA,PRCDC_1473100.1-p1,2124,,NA,,,,,NA
1441,NA,NA,NA,PRCDC_1474900.1-p1,309,,NA,,,,,NA
1442,NA,NA,NA,PRCDC_1475100.1-p1,99,,NA,,,,,NA
1443,NA,NA,NA,PRCDC_1475300.1-p1,567,,NA,,,,,NA
1444,NA,NA,NA,PRCDC_1475600.1-p1,941,,NA,,,,,NA
1445,NA,NA,NA,PRCDC_1475900.1-p1,270,,NA,,,,,NA
1446,NA,NA,NA,PRCDC_1476000.1-p1,1168,,NA,,,,,NA
1447,NA,NA,NA,PRCDC_1476100.1-p1,180,,NA,,,,,NA
1448,NA,NA,NA,PRCDC_1476200.1-p1,200,,NA,,,,,NA
1449,NA,NA,NA,PRCDC_1476300.1-p1,270,,NA,,,,,NA
1450,NA,NA,NA,PRCDC_1476400.1-p1,311,,NA,,,,,NA
1451,NA,NA,NA,PRCDC_1476500.1-p1,491,,NA,,,,,NA
1452,NA,NA,NA,PRCDC_1476700.1-p1,291,,NA,,,,,NA
1453,NA,NA,NA,PRCDC_1477100.1-p1,247,,NA,,,,,NA
1454,NA,NA,NA,PRCDC_1477200.1-p1,222,,NA,,,,,NA
1455,NA,NA,NA,PRCDC_1477300.1-p1,215,,NA,,,,,NA
1456,NA,NA,NA,PRCDC_1477400.1-p1,411,,NA,,,,,NA
1457,NA,NA,NA,PRCDC_1477500.1-p1,260,,NA,,,,,NA
1458,NA,NA,NA,PRCDC_1477600.1-p1,1032,,NA,,,,,NA
1459,NA,NA,NA,PRCDC_1477800.1-p1,204,,NA,,,,,NA
1460,NA,NA,NA,PRCDC_1478000.1-p1,209,,NA,,,,,NA
1461,NA,NA,NA,PRCDC_0015400.1-p1,1489,,NA,,,,,NA
1462,NA,NA,NA,PRCDC_0015600.1-p1,305,,NA,,,,,NA
1463,NA,NA,NA,PRCDC_0016700.1-p1,612,,NA,,,,,NA
1464,NA,NA,NA,PRCDC_0017000.1-p1,302,,NA,,,,,NA
1465,NA,NA,NA,PRCDC_0017700.1-p1,1400,,NA,,,,,NA
1466,NA,NA,NA,PRCDC_0019000.1-p1,109,,NA,,,,,NA
1467,NA,NA,NA,PRCDC_0019300.1-p1,294,,NA,,,,,NA
1468,NA,NA,NA,PRCDC_0019700.1-p1,1973,,NA,,,,,NA
1469,NA,NA,NA,PRCDC_0019800.1-p1,307,,NA,,,,,NA
1470,NA,NA,NA,PRCDC_0020000.1-p1,3230,,NA,,,,,NA
1471,NA,NA,NA,PRCDC_0020700.1-p1,3064,,NA,,,,,NA
1472,NA,NA,NA,PRCDC_0022000.1-p1,304,,NA,,,,,NA
1473,NA,NA,NA,PRCDC_0022400.1-p1,296,,NA,,,,,NA
1474,NA,NA,NA,PRCDC_0022800.1-p1,70,,NA,,,,,NA
1475,NA,NA,NA,PRCDC_0023900.1-p1,200,,NA,,,,,NA
1476,NA,NA,NA,PRCDC_0024200.1-p1,305,,NA,,,,,NA
1477,NA,NA,NA,PRCDC_0024500.1-p1,3174,,NA,,,,,NA
1478,NA,NA,NA,PRCDC_0025900.1-p1,70,,NA,,,,,NA
1479,NA,NA,NA,PRCDC_0026200.1-p1,273,,NA,,,,,NA
1480,NA,NA,NA,PRCDC_0000700.1-p1,338,,NA,,,,,NA
1481,NA,NA,NA,PRCDC_0026700.1-p1,3078,,NA,,,,,NA
1482,NA,NA,NA,PRCDC_0028700.1-p1,402,,NA,,,,,NA
1483,NA,NA,NA,PRCDC_0029600.1-p1,99,,NA,,,,,NA
1484,NA,NA,NA,PRCDC_0030300.1-p1,295,,NA,,,,,NA
1485,NA,NA,NA,PRCDC_0030900.1-p1,70,,NA,,,,,NA
1486,NA,NA,NA,PRCDC_0031300.1-p1,302,,NA,,,,,NA
1487,NA,NA,NA,PRCDC_0031700.1-p1,3777,,NA,,,,,NA
1488,NA,NA,NA,PRCDC_0033200.1-p1,70,,NA,,,,,NA
1489,NA,NA,NA,PRCDC_0033800.1-p1,293,,NA,,,,,NA
1490,NA,NA,NA,PRCDC_0034000.1-p1,302,,NA,,,,,NA
1491,NA,NA,NA,PRCDC_0034300.1-p1,280,,NA,,,,,NA
1492,NA,NA,NA,PRCDC_0034700.1-p1,296,,NA,,,,,NA
1493,NA,NA,NA,PRCDC_0035000.1-p1,58,,NA,,,,,NA
1494,NA,NA,NA,PRCDC_0035200.1-p1,301,,NA,,,,,NA
1495,NA,NA,NA,PRCDC_0036100.1-p1,2695,,NA,,,,,NA
1496,NA,NA,NA,PRCDC_0036200.1-p1,2918,,NA,,,,,NA
1497,NA,NA,NA,PRCDC_0036300.1-p1,2664,,NA,,,,,NA
1498,NA,NA,NA,PRCDC_0036500.1-p1,3000,,NA,,,,,NA
1499,NA,NA,NA,PRCDC_0036700.1-p1,2767,,NA,,,,,NA
1500,NA,NA,NA,PRCDC_0036900.1-p1,2888,,NA,,,,,NA
1501,NA,NA,NA,PRCDC_0037100.1-p1,288,,NA,,,,,NA
1502,NA,NA,NA,PRCDC_0037300.1-p1,2580,,NA,,,,,NA
1503,NA,NA,NA,PRCDC_0037500.1-p1,2314,,NA,,,,,NA
1504,NA,NA,NA,PRCDC_0000900.1-p1,95,,NA,,,,,NA
1505,NA,NA,NA,PRCDC_0037600.1-p1,1265,,NA,,,,,NA
1506,NA,NA,NA,PRCDC_0037700.1-p1,3194,,NA,,,,,NA
1507,NA,NA,NA,PRCDC_0038000.1-p1,307,,NA,,,,,NA
1508,NA,NA,NA,PRCDC_0038700.1-p1,2570,,NA,,,,,NA
1509,NA,NA,NA,PRCDC_0039000.1-p1,309,,NA,,,,,NA
1510,NA,NA,NA,PRCDC_0039700.1-p1,2433,,NA,,,,,NA
1511,NA,NA,NA,PRCDC_0039900.1-p1,2733,,NA,,,,,NA
1512,NA,NA,NA,PRCDC_0040600.1-p1,87,,NA,,,,,NA
1513,NA,NA,NA,PRCDC_0040800.1-p1,3575,,NA,,,,,NA
1514,NA,NA,NA,PRCDC_0041000.1-p1,294,,NA,,,,,NA
1515,NA,NA,NA,PRCDC_0041200.1-p1,1326,,NA,,,,,NA
1516,NA,NA,NA,PRCDC_0041300.1-p1,342,,NA,,,,,NA
1517,NA,NA,NA,PRCDC_0041400.1-p1,2418,,NA,,,,,NA
1518,NA,NA,NA,PRCDC_0041800.1-p1,445,,NA,,,,,NA
1519,NA,NA,NA,PRCDC_0042900.1-p1,2846,,NA,,,,,NA
1520,NA,NA,NA,PRCDC_0043100.1-p1,3746,,NA,,,,,NA
1521,NA,NA,NA,PRCDC_0043300.1-p1,1954,,NA,,,,,NA
1522,NA,NA,NA,PRCDC_0043600.1-p1,298,,NA,,,,,NA
1523,NA,NA,NA,PRCDC_0044100.1-p1,301,,NA,,,,,NA
1524,NA,NA,NA,PRCDC_0044700.1-p1,332,,NA,,,,,NA
1525,NA,NA,NA,PRCDC_0045000.1-p1,302,,NA,,,,,NA
1526,NA,NA,NA,PRCDC_0045200.1-p1,1976,,NA,,,,,NA
1527,NA,NA,NA,PRCDC_0045300.1-p1,225,,NA,,,,,NA
1528,NA,NA,NA,PRCDC_0045500.1-p1,317,,NA,,,,,NA
1529,NA,NA,NA,PRCDC_0046300.1-p1,299,,NA,,,,,NA
1530,NA,NA,NA,PRCDC_0046400.1-p1,314,,NA,,,,,NA
1531,NA,NA,NA,PRCDC_0047000.1-p1,309,,NA,,,,,NA
1532,NA,NA,NA,PRCDC_0047300.1-p1,304,,NA,,,,,NA
1533,NA,NA,NA,PRCDC_0047800.1-p1,239,,NA,,,,,NA
1534,NA,NA,NA,PRCDC_0048300.1-p1,308,,NA,,,,,NA
1535,NA,NA,NA,PRCDC_0048800.1-p1,475,,NA,,,,,NA
1536,NA,NA,NA,PRCDC_0049000.1-p1,302,,NA,,,,,NA
1537,NA,NA,NA,PRCDC_0051800.1-p1,281,,NA,,,,,NA
1538,NA,NA,NA,PRCDC_0052300.1-p1,607,,NA,,,,,NA
1539,NA,NA,NA,PRCDC_0052400.1-p1,456,,NA,,,,,NA
1540,NA,NA,NA,PRCDC_0053200.1-p1,415,,NA,,,,,NA
1541,NA,NA,NA,PRCDC_0053400.1-p1,1423,,NA,,,,,NA
1542,NA,NA,NA,PRCDC_0053600.1-p1,273,,NA,,,,,NA
1543,NA,NA,NA,PRCDC_0053800.1-p1,305,,NA,,,,,NA
1544,NA,NA,NA,PRCDC_0054000.1-p1,253,,NA,,,,,NA
1545,NA,NA,NA,PRCDC_0054200.1-p1,135,,NA,,,,,NA
1546,NA,NA,NA,PRCDC_0054300.1-p1,375,,NA,,,,,NA
1547,NA,NA,NA,PRCDC_0054500.1-p1,66,,NA,,,,,NA
1548,NA,NA,NA,PRCDC_0054700.1-p1,132,,NA,,,,,NA
1549,NA,NA,NA,PRCDC_0054900.1-p1,310,,NA,,,,,NA
1550,NA,NA,NA,PRCDC_0055300.1-p1,281,,NA,,,,,NA
1551,NA,NA,NA,PRCDC_0055400.1-p1,304,,NA,,,,,NA
1552,NA,NA,NA,PRCDC_0056300.1-p1,140,,NA,,,,,NA
1553,NA,NA,NA,PRCDC_0056500.1-p1,59,,NA,,,,,NA
1554,NA,NA,NA,PRCDC_0056700.1-p1,298,,NA,,,,,NA
1555,NA,NA,NA,PRCDC_0056800.1-p1,880,,NA,,,,,NA
1556,NA,NA,NA,PRCDC_0056900.1-p1,308,,NA,,,,,NA
1557,NA,NA,NA,PRCDC_0057600.1-p1,756,,NA,,,,,NA
1558,NA,NA,NA,PRCDC_0058000.1-p1,168,,NA,,,,,NA
1559,NA,NA,NA,PRCDC_0058200.1-p1,77,,NA,,,,,NA
1560,NA,NA,NA,PRCDC_0058400.1-p1,289,,NA,,,,,NA
1561,NA,NA,NA,PRCDC_0058600.1-p1,519,,NA,,,,,NA
1562,NA,NA,NA,PRCDC_0059800.1-p1,299,,NA,,,,,NA
1563,NA,NA,NA,PRCDC_0060100.1-p1,433,,NA,,,,,NA
1564,NA,NA,NA,PRCDC_0060300.1-p1,175,,NA,,,,,NA
1565,NA,NA,NA,PRCDC_0060400.1-p1,182,,NA,,,,,NA
1566,NA,NA,NA,PRCDC_0060600.1-p1,491,,NA,,,,,NA
1567,NA,NA,NA,PRCDC_0060800.1-p1,271,,NA,,,,,NA
1568,NA,NA,NA,PRCDC_0061000.1-p1,304,,NA,,,,,NA
1569,NA,NA,NA,PRCDC_0061300.1-p1,426,,NA,,,,,NA
1570,NA,NA,NA,PRCDC_0001600.1-p1,2287,,NA,,,,,NA
1571,NA,NA,NA,PRCDC_0001700.1-p1,2487,,NA,,,,,NA
1572,NA,NA,NA,PRCDC_0001800.1-p1,2420,,NA,,,,,NA
1573,NA,NA,NA,PRCDC_0002200.1-p1,304,,NA,,,,,NA
1574,NA,NA,NA,PRCDC_0002700.1-p1,303,,NA,,,,,NA
1575,NA,NA,NA,PRCDC_0002900.1-p1,3357,,NA,,,,,NA
1576,NA,NA,NA,PRCDC_0003300.1-p1,2864,,NA,,,,,NA
1577,NA,NA,NA,PRCDC_0003500.1-p1,2402,,NA,,,,,NA
1578,NA,NA,NA,PRCDC_0003900.1-p1,2353,,NA,,,,,NA
1579,NA,NA,NA,PRCDC_0004000.1-p1,1267,,NA,,,,,NA
1580,NA,NA,NA,PRCDC_0004100.1-p1,240,,NA,,,,,NA
1581,NA,NA,NA,PRCDC_0004200.1-p1,210,,NA,,,,,NA
1582,NA,NA,NA,PRCDC_0004300.1-p1,2257,,NA,,,,,NA
1583,NA,NA,NA,PRCDC_0004500.1-p1,3585,,NA,,,,,NA
1584,NA,NA,NA,PRCDC_0005700.1-p1,308,,NA,,,,,NA
1585,NA,NA,NA,PRCDC_0006100.1-p1,119,,NA,,,,,NA
1586,NA,NA,NA,PRCDC_0006900.1-p1,3621,,NA,,,,,NA
1587,NA,NA,NA,PRCDC_0007300.1-p1,1079,,NA,,,,,NA
1588,NA,NA,NA,PRCDC_0007500.1-p1,207,,NA,,,,,NA
1589,NA,NA,NA,PRCDC_0007900.1-p1,459,,NA,,,,,NA
1590,NA,NA,NA,PRCDC_0008200.1-p1,405,,NA,,,,,NA
1591,NA,NA,NA,PRCDC_0008300.1-p1,232,,NA,,,,,NA
1592,NA,NA,NA,PRCDC_0008400.1-p1,230,,NA,,,,,NA
1593,NA,NA,NA,PRCDC_0008500.1-p1,314,,NA,,,,,NA
1594,NA,NA,NA,PRCDC_0008600.1-p1,259,,NA,,,,,NA
1595,NA,NA,NA,PRCDC_0009200.1-p1,299,,NA,,,,,NA
1596,NA,NA,NA,PRCDC_0010200.1-p1,301,,NA,,,,,NA
1597,NA,NA,NA,PRCDC_0010500.1-p1,3643,,NA,,,,,NA
1598,NA,NA,NA,PRCDC_0010800.1-p1,489,,NA,,,,,NA
